442143424225544454335554433 2 2 2 3
455114131515225151125551554 3 2 1 3
145225351455555131154355455 3 2 3 3
354442351422245141254424455 3 2 3 2
255515151551154241152555425 3 2 3 3
415511151551531151551515515 3 2 3 3
251523235442534221531213125 3 2 3 2
455525151451555141154555555 3 2 3 3
255514234444555242444355445 3 2 2 2
245525255554154141455525525 3 2 2 3
443121232515244252334513444 3 2 3 2
555143121554535254235555253 3 2 3 3
455231141524525152425552552 3 2 3 3
245414222422555422122224454 3 2 1 2
254242242442245242142455444 3 2 3 3
255511251551545144545555545 3 2 3 3
455251421554254252554515555 3 2 2 2
421111121424224242222452422 3 2 3 3
355412442424534242134455543 3 1 2 3
524112141524244241144252224 3 2 3 3
244422424242422212242222244 3 2 3 1
155222342452154253345525555 3 2 3 2
442512154531544311131153153 2 2 2 2
155213132442255131144315555 3 2 3 3
435312124524544151144411522 3 1 1 2
255522152142555122112513435 3 2 1 1
452111242414525442255253525 3 1 3 3
555214141521534121241455142 3 1 2 2
444422324422522222442435454 3 1 2 1
444525234521155222354442345 2 1 3 1
442223212324534242234443322 2 1 3 2
451452131511255452234452323 2 1 3 2
555121122424534243344424552 2 1 2 1
554211141522245542232552552 2 1 1 2
544412222534455423212413443 2 1 2 2
455514221521535541454555544 2 1 3 1
255244451424555151135525554 2 1 3 3
355424141542245241152555555 2 1 3 3
555253144514555551144424544 2 1 2 2
455222111144545144534413554 2 1 2 1
454423211312444133442225444 2 1 3 3
255422344234244432124355452 2 1 3 3
425421234213425432221152552 2 1 3 3
353522151532234122122323545 2 1 3 3
242122342444224221344435425 2 2 1 1
445513222451144231442225245 2 2 3 2
555213242524555451545555553 2 2 2 3
145514354542455211411455552 2 2 1 2
245441215521544121254453545 2 2 3 3
155523244422454221154425555 2 2 1 2
252113242444254442434445445 2 2 2 2
155444514551154111241145555 2 2 3 3
255443455251551122543115525 2 2 3 2
254413234421245132332443135 2 2 1 2
543411212412112441222442442 2 2 2 2
325525133551554221321515345 2 2 2 3
255514221541543111441345444 2 2 3 3
244423242452554122442345444 2 2 3 3
255444122542554221444355555 2 2 1 2
155423134544455131154345435 2 2 3 3
144422232521245121424212155 2 2 3 3
544451232321522421244312454 2 2 1 3
451343422523255442124214534 2 1 3 3
555114251555555241144555245 2 2 3 1
344542241232454133233444223 2 1 3 2
544442241312555242124443444 2 1 3 2
453415141454545152115513535 2 2 2 1
345533242422445222233425453 2 1 3 3
325511232425533525123451343 2 1 2 1
555422434415253212334433354 2 2 3 2
344412141411425442122555353 2 1 3 2
442512155521522524511113212 2 2 3 1
454525335534555133332453533 2 1 3 2
422542545521545112242114455 1 2 2 1
221211525111243151211215114 1 2 3 1
145411233531545311111235553 1 1 1 1
121121315323534122411344134 1 1 2 1
231521133131532211421112214 1 1 3 1
542141323112525144544545414 1 1 2 2
523523234431254322412153243 1 1 2 2
125255123114555241433244223 1 1 3 1
123521131212334125431133143 1 1 2 1
131421143431515321352115555 1 1 2 1
421352323112435321434215435 1 1 3 3
532421122421122115221151221 1 1 1 3
512231435232533224451213114 1 1 3 3
521113215413515321414254541 1 1 1 3
511211241123213241511123515 1 1 3 3
535123121221515221523152533 1 1 3 3
125521443144515214441415555 1 1 2 1
244422242221445222442225245 1 1 2 1
244524243431445314242234444 1 1 3 1
144543425551555514452415245 1 1 1 1
222142322125534135355315355 1 1 2 1
221412232422525212434213223 1 1 1 1
134413515451535444515443153 1 1 1 1
422242341342554434213445325 1 1 3 1
543355251523553525554545535 1 1 2 2
344551325211534223122213252 1 1 1 2
425122211324255243554553215 1 1 2 3
151411342152555324421453214 1 2 2 3
413423314221432323342113223 1 2 1 1
244422444512545224544424545 1 2 3 3
145452542144145343424413244 1 2 3 2
411121151511551151515515213 1 2 3 2
243222221134244433343425114 1 2 3 2
213213112112254351234523415 1 2 2 1
224523245432232232442323444 1 2 2 1
442111222112514241114243221 1 2 3 3
423121234223114432452454323 1 2 2 3
244441354251334131154415415 1 2 3 3
214542344152545311432354414 1 2 3 3
413414253512243451413313425 1 2 2 3
214413425121545312551112245 1 2 3 3
451523512121555432144343114 1 2 3 3
235511122251555221251235455 1 2 1 1
432423333412532211531113323 1 2 2 1
111511311111315212112132312 1 2 2 1
422313123231123122222112314 1 2 3 1
454512422421555121552515224 1 2 3 1
425544222441443122232233243 3 2 2 3
424422142541454121414255114 3 1 3 2
445211352444254121142555525 3 1 3 3
522121322524324241223452432 3 2 3 2
434422244422555241542124225 3 1 3 3
224212144544544242144454424 3 1 3 3

